GeneMANIA Results
Plugin Version	3.2.1 (20130510-1552)
Data Version	custom
Report Generated	Mon Jul 10 17:26:18 EDT 2017

Gene	Score	Description
TCGA-B0-5099	TCGA-B0-4819	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5099	TCGA-B0-5092	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5099	TCGA-B0-5095	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5099	TCGA-B0-5109	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5099	TCGA-CJ-5678	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5099	TCGA-CJ-5680	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-B0-4691	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-B0-4810	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-B0-4811	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-B0-4813	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-B0-4814	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-B0-4816	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-B0-4819	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-B0-4823	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-B0-4827	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-B0-4841	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-B0-4842	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-B0-4843	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-B0-4844	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-B0-4852	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-B0-5092	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-B0-5094	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-B0-5095	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-B0-5099	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-B0-5109	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-B0-5694	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-B0-5698	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-B0-5705	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-B0-5713	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-BP-4770	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-BP-5010	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-BP-5173	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-BP-5176	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-BP-5180	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-BP-5189	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-CJ-4907	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-CJ-4912	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-CJ-4918	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-CJ-4920	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-CJ-5677	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-CJ-5678	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-CJ-5679	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-CJ-5680	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-CJ-5683	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-CJ-6027	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-CJ-6033	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-CW-5580	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-CW-5581	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-CW-6090	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-CZ-5455	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-CZ-5461	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-CZ-5462	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-CZ-5467	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-CZ-5468	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-CZ-5469	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5100	TCGA-CZ-5987	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-B0-4691	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-B0-4810	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-B0-4811	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-B0-4813	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-B0-4814	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-B0-4816	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-B0-4819	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-B0-4823	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-B0-4827	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-B0-4841	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-B0-4842	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-B0-4843	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-B0-4844	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-B0-4852	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-B0-5092	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-B0-5094	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-B0-5095	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-B0-5099	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-B0-5100	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-B0-5109	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-B0-5694	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-B0-5698	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-B0-5705	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-B0-5713	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-BP-4770	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-BP-5010	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-BP-5173	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-BP-5176	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-BP-5180	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-BP-5189	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-CJ-4907	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-CJ-4912	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-CJ-4918	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-CJ-4920	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-CJ-5677	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-CJ-5678	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-CJ-5679	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-CJ-5680	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-CJ-5683	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-CJ-6027	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-CJ-6033	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-CW-5580	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-CW-5581	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-CW-6090	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-CZ-5455	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-CZ-5461	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-CZ-5462	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-CZ-5467	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-CZ-5468	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-CZ-5469	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-CZ-5987	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5102	TCGA-CZ-5989	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5109	TCGA-B0-4813	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5109	TCGA-B0-4819	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5109	TCGA-B0-5095	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5694	TCGA-B0-4691	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5694	TCGA-B0-4813	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5694	TCGA-B0-4814	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5694	TCGA-B0-4819	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5694	TCGA-B0-5092	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5694	TCGA-B0-5095	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5694	TCGA-B0-5099	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5694	TCGA-B0-5109	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5694	TCGA-CJ-5678	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5694	TCGA-CJ-5680	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5694	TCGA-CZ-5461	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-B0-4691	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-B0-4810	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-B0-4811	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-B0-4813	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-B0-4814	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-B0-4819	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-B0-4823	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-B0-4827	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-B0-4841	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-B0-4843	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-B0-4844	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-B0-4852	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-B0-5092	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-B0-5094	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-B0-5095	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-B0-5099	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-B0-5109	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-B0-5694	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-B0-5705	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-B0-5713	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-BP-4770	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-BP-5010	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-BP-5173	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-BP-5176	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-BP-5189	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-CJ-4907	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-CJ-4918	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-CJ-4920	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-CJ-5677	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-CJ-5678	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-CJ-5679	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-CJ-5680	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-CJ-6033	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-CW-5581	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-CZ-5455	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-CZ-5461	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-CZ-5462	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-CZ-5467	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-CZ-5468	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-CZ-5469	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5698	TCGA-CZ-5987	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-B0-4691	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-B0-4810	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-B0-4811	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-B0-4813	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-B0-4814	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-B0-4819	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-B0-4823	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-B0-4827	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-B0-4841	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-B0-4843	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-B0-4844	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-B0-4852	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-B0-5092	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-B0-5094	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-B0-5095	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-B0-5099	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-B0-5109	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-B0-5694	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-B0-5713	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-BP-4770	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-BP-5010	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-BP-5173	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-BP-5176	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-BP-5189	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-CJ-4907	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-CJ-4918	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-CJ-4920	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-CJ-5677	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-CJ-5678	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-CJ-5679	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-CJ-5680	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-CJ-6033	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-CW-5581	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-CZ-5455	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-CZ-5461	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-CZ-5462	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-CZ-5467	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-CZ-5468	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-CZ-5469	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5705	TCGA-CZ-5987	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5713	TCGA-B0-4691	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5713	TCGA-B0-4810	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5713	TCGA-B0-4811	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5713	TCGA-B0-4813	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5713	TCGA-B0-4814	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5713	TCGA-B0-4819	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5713	TCGA-B0-4823	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5713	TCGA-B0-4841	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5713	TCGA-B0-4843	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5713	TCGA-B0-4844	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5713	TCGA-B0-4852	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5713	TCGA-B0-5092	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5713	TCGA-B0-5094	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5713	TCGA-B0-5095	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5713	TCGA-B0-5099	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5713	TCGA-B0-5109	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5713	TCGA-B0-5694	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5713	TCGA-BP-4770	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5713	TCGA-BP-5010	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
TCGA-B0-5713	TCGA-BP-5173	0.06775618327905304	dummy_group	MUT_ION_CHANNEL_TRANSPORT_cont
